global_id,ObjectName,NameWinter,PhotoWinter,AdmArea,District,Address,Email,WebSite,HelpPhone,HelpPhoneExtension,WorkingHoursWinter,ClarificationOfWorkingHoursWinter,HasEquipmentRental,EquipmentRentalComments,HasTechService,TechServiceComments,HasDressingRoom,HasEatery,HasToilet,HasWifi,HasCashMachine,HasFirstAidPost,HasMusic,UsagePeriodWinter,DimensionsWinter,Lighting,SurfaceTypeWinter,Seats,Paid,PaidComments,DisabilityFriendly,ServicesWinter,geoData
904451068,Фитнес-клуб «Олимпик стар»,бассейн плавательный 25-ти метровый крытый,[{'Photo': 'b2cf5a76-56aa-4d2e-9dcb-68cb4891f9a7'}],Западный административный округ,район Филёвский Парк,"Рублёвское шоссе, дом 10",salesfc@uk.sistema.ru,olimpikstar.ru/,(495) 320-94-00,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'суббота', 'Hours': '09:00-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '09:00-23:00'}]",,нет,,нет,,да,да,да,да,нет,нет,нет,01.01-31.12,"[{'Square': 275, 'Length': 25, 'Width': 11, 'Depth': 1.7}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.440215843436, 55.738905984814], 'type': 'Point'}"
904451072,Фитнес-клуб «Мультиспорт»,бассейн плавательный площадью более 60-ти кв.м крытый,[{'Photo': '1049c290-6d13-4b66-8443-8564940557b0'}],Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 10",,multisport.ru,(495) 788-16-98,,"[{'DayOfWeek': 'понедельник', 'Hours': '08:00-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '08:00-23:00'}, {'DayOfWeek': 'среда', 'Hours': '08:00-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '08:00-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '08:00-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-23:00'}]",,нет,,нет,,да,да,да,да,нет,да,да,01.09-31.08,"[{'Square': 75, 'Length': 15, 'Width': 5, 'Depth': None}]",освещение светодиодными лампами,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.5496039222502, 55.7212869991928], 'type': 'Point'}"
904451074,Фитнес-клуб «ФитнесМания»,бассейн плавательный площадью более 60-ти кв.м крытый,[{'Photo': 'f47a58e4-c7a0-409e-9258-eb1b77c1824e'}],Западный административный округ,район Тропарёво-Никулино,"Ленинский проспект, дом 146",info@fitnessmania.ru,fitnessmania.ru,(495) 186-29-46,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'суббота', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:00-00:00'}]",,нет,,нет,,да,да,да,да,нет,да,да,01.09-31.08,"[{'Square': 110, 'Length': 22, 'Width': 5, 'Depth': 1.7}]",освещение светодиодными лампами,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.4963132389637, 55.6568980997289], 'type': 'Point'}"
904451076,Фитнес-клуб «ФитнесМания»,бассейн плавательный 25-ти метровый крытый,[{'Photo': 'f84d6a78-1ee4-44d9-8eb1-7133fcdb437d'}],Западный административный округ,район Тропарёво-Никулино,"Ленинский проспект, дом 146",info@fitnessmania.ru,fitnessmania.ru,(495) 186-29-46,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'суббота', 'Hours': '07:00-00:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:00-00:00'}]",,нет,,нет,,да,да,да,да,нет,да,да,01.09-31.08,"[{'Square': 300, 'Length': 25, 'Width': 12, 'Depth': 1.7}]",освещение светодиодными лампами,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.4963843175019, 55.6568496785435], 'type': 'Point'}"
904451078,Спортивный комплекс высшего учебного заведения «Металлург»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '0296a3cc-1d62-4045-a476-ddbf9c4cc437'}],Юго-Западный административный округ,район Коньково,"Профсоюзная улица, дом 83Б",,www.misis.ru,(495) 333-52-96,,"[{'DayOfWeek': 'понедельник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'вторник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'среда', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'четверг', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'пятница', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-20:00'}]",,нет,,нет,,да,да,да,нет,нет,да,нет,01.09-31.08,"[{'Square': 400, 'Length': 25, 'Width': 16, 'Depth': 1.8}]",смешанное освещение,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.5301284225465, 55.6447355707451], 'type': 'Point'}"
904451080,Физкультурно-оздоровительный комплекс «Академия акварели и изящных искусств Сергея Андрияки»,бассейн плавательный 25-ти метровый крытый,[{'Photo': 'c211f322-51b6-474a-93c6-664b861e591c'}],Юго-Западный административный округ,район Тёплый Стан,"улица Академика Варги, дом 15",academiya@andriaka.ru,fok.academy-andriaka.ru,(495) 531-55-55,,"[{'DayOfWeek': 'понедельник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'вторник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'среда', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'четверг', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'пятница', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-20:00'}]",,нет,,нет,,да,да,да,да,нет,да,да,01.09-31.08,"[{'Square': 387.5, 'Length': 25, 'Width': 15.5, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.4750530253863, 55.6279132484588], 'type': 'Point'}"
904451084,Дворец водного спорта «Фили»,бассейн плавательный 50-ти метровый крытый,[{'Photo': '64ee6423-27c6-415d-8daa-9e0dfd1cd762'}],Западный административный округ,район Филёвский Парк,"Большая Филёвская улица, дом 18",info@sportcosmos.ru,www.sportcosmos.ru/dvs-fili,(495) 120-51-20,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-23:00'}]",,нет,,нет,,да,нет,да,да,нет,да,да,01.01-31.12,"[{'Square': 1050, 'Length': 50, 'Width': 21, 'Depth': 6}]",смешанное освещение,специальное покрытие,150,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.4987037699705, 55.7489803546348], 'type': 'Point'}"
904451086,Фитнес клуб «Самокат»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '834ca318-28b3-4636-9496-772f1df664e3'}],Юго-Восточный административный округ,район Лефортово,"Самокатная улица, дом 2, строение 1",S.Eliseev@samokat-fb.ru,samokat-fitnes.ru,(495) 150-25-15,,"[{'DayOfWeek': 'понедельник', 'Hours': '06:30-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '06:30-23:00'}, {'DayOfWeek': 'среда', 'Hours': '06:30-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '06:30-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '06:30-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-22:30'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-22:30'}]",,нет,,нет,,да,да,да,да,нет,да,да,01.01-31.12,"[{'Square': 250, 'Length': 25, 'Width': 10, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.6766466691988, 55.7581182265296], 'type': 'Point'}"
904451088,Спортивный комплекс высшего учебного заведения «Московское высшее общевойсковое командное училище или МВОКУ»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '4525e330-10fa-4088-ad92-df0e5c998642'}],Юго-Восточный административный округ,район Люблино,"улица Головачёва, дом 2",,mvoku.mil.ru,(499) 172-90-06,,"[{'DayOfWeek': 'понедельник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'вторник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'среда', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'четверг', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'пятница', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-20:00'}]",,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,01.09-31.08,"[{'Square': 250, 'Length': 25, 'Width': 10, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.8130817264042, 55.6769674358018], 'type': 'Point'}"
904451092,Физкультурно-оздоровительный комплекс «МФСОЦ «Люблино»,бассейн плавательный 25-ти метровый крытый,[{'Photo': 'e974f7d1-fae0-4e34-a907-451c728a45e5'}],Юго-Восточный административный округ,район Люблино,"Ставропольская улица, дом 13, строение 1",info@probasseyn.ru,www.probasseyn.ru/pools/41,(495) 350-55-27,,"[{'DayOfWeek': 'понедельник', 'Hours': '06:15-22:00'}, {'DayOfWeek': 'вторник', 'Hours': '06:15-22:00'}, {'DayOfWeek': 'среда', 'Hours': '06:15-22:00'}, {'DayOfWeek': 'четверг', 'Hours': '06:15-22:00'}, {'DayOfWeek': 'пятница', 'Hours': '06:15-22:00'}, {'DayOfWeek': 'суббота', 'Hours': '06:15-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:30-13:45'}]",,нет,,нет,,да,нет,да,да,нет,да,нет,01.01-31.12,"[{'Square': 375, 'Length': 25, 'Width': 15, 'Depth': 2.5}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.747734967468, 55.6811737621413], 'type': 'Point'}"
904451094,Бассейн плавательный «Атлант»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '9a3fe1bc-6241-47ec-9e3f-79d6eaaae6a9'}],Центральный административный округ,Таганский район,"улица Талалихина, дом 28, строение 2",info@mybasseyn.ru,mybasseyn.ru,(495) 676-54-66,,"[{'DayOfWeek': 'понедельник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'вторник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'среда', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'четверг', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'пятница', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-20:00'}]",,нет,,да,,да,да,да,да,нет,да,да,01.01-31.12,"[{'Square': 300, 'Length': 25, 'Width': 12, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,частично приспособлен,общая физическая подготовка,"{'coordinates': [37.679401711529, 55.7309043688661], 'type': 'Point'}"
904451096,Фитнес клуб «ОнегинЪ»,бассейн плавательный площадью менее 60-ти кв.м крытый,[{'Photo': '1a14f16f-d7fa-4f79-89e2-9787fe2bb212'}],Центральный административный округ,район Якиманка,"улица Малая Полянка, дом 2",,oneginclub.ru/,(495) 225-52-94,,"[{'DayOfWeek': 'понедельник', 'Hours': '06:30-23:59'}, {'DayOfWeek': 'вторник', 'Hours': '06:30-23:59'}, {'DayOfWeek': 'среда', 'Hours': '06:30-23:59'}, {'DayOfWeek': 'четверг', 'Hours': '06:30-23:59'}, {'DayOfWeek': 'пятница', 'Hours': '06:30-23:59'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-23:00'}]",,нет,,нет,,да,да,да,да,нет,нет,да,01.01-31.12,"[{'Square': 110, 'Length': 22, 'Width': 5, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.6167901999477, 55.7367037596422], 'type': 'Point'}"
904451098,Фитнес клуб «Квантум Арарат Парк Хаятт»,бассейн плавательный крытый,[{'Photo': '82dbcfed-86b4-421d-b44d-3790b01be373'}],Центральный административный округ,Мещанский район,"Неглинная улица, дом 4",moscow.park@hyatt.com,moscow.park.hyatt.com,(495) 783-12-34,,"[{'DayOfWeek': 'понедельник', 'Hours': '05:00-00:00'}, {'DayOfWeek': 'вторник', 'Hours': '05:00-00:00'}, {'DayOfWeek': 'среда', 'Hours': '05:00-00:00'}, {'DayOfWeek': 'четверг', 'Hours': '05:00-00:00'}, {'DayOfWeek': 'пятница', 'Hours': '05:00-00:00'}, {'DayOfWeek': 'суббота', 'Hours': '07:00-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:00-22:00'}]",,нет,,нет,,да,нет,нет,нет,нет,нет,нет,01.01-31.12,"[{'Square': 67.5, 'Length': 15, 'Width': 4.5, 'Depth': 1.5}]",освещение газоразрядными лампами,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.621777179487, 55.7604018688124], 'type': 'Point'}"
904451102,Фитнес клуб «Балчуг Кемпински Москва»,бассейн плавательный крытый,[{'Photo': '57b64ec8-79d9-462d-9ce2-93c392a395f7'}],Центральный административный округ,район Замоскворечье,"улица Балчуг, дом 1",,www.kempinski.com/ru/moscow/hotel-baltschug/welcome/,(495) 287-17-11,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '07:00-23:00'}]",,нет,,нет,,да,да,да,да,да,нет,да,01.01-31.12,"[{'Square': 72, 'Length': 12, 'Width': 6, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.6258737753414, 55.7484027865574], 'type': 'Point'}"
904451104,Фитнес клуб «Ворлд класс»,бассейн плавательный крытый,[{'Photo': 'b249d33b-8abd-47f2-9316-d3c4d1bbcf59'}],Центральный административный округ,Пресненский район,"улица Климашкина, дом 17, строение 2",,www.worldclass.ru/clubs/presnya/detail/,(495) 660-72-50,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'суббота', 'Hours': '09:00-23:59'}, {'DayOfWeek': 'воскресенье', 'Hours': '09:00-23:59'}]",,нет,,нет,,да,да,нет,да,нет,да,да,01.01-31.12,"[{'Square': 240, 'Length': 20, 'Width': 12, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.5683432977316, 55.7674586403099], 'type': 'Point'}"
904451107,Спортивный комплекс высшего учебного заведения ИБХ РАН,бассейн плавательный 25-ти метровый крытый,[{'Photo': '86ffaef7-51b8-4789-9573-62babb7f655c'}],Юго-Западный административный округ,район Коньково,"улица Миклухо-Маклая, дом 16/10, корпус 5",,www.ibch.ru/about/sports,(495) 336-64-11,,"[{'DayOfWeek': 'понедельник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'вторник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'среда', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'четверг', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'пятница', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-20:00'}]",,нет,,нет,,нет,нет,нет,нет,нет,нет,нет,01.09-31.08,"[{'Square': 175, 'Length': 25, 'Width': 7, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.5079598626368, 55.6452341628061], 'type': 'Point'}"
904451109,Фитнес клуб «Ворлд класс»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '6411b79f-0674-4abc-b7ae-8210f3f07166'}],Центральный административный округ,район Арбат,"Романов переулок, дом 4, строение 2",,www.worldclass.ru/clubs/romanov/detail,(495) 727-90-01,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-01:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-01:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-01:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-01:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-01:00'}, {'DayOfWeek': 'суббота', 'Hours': '09:00-01:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '09:00-01:00'}]",,нет,,нет,,да,да,да,да,нет,нет,да,01.01-31.12,"[{'Square': 150, 'Length': 25, 'Width': 6, 'Depth': None}]",освещение газоразрядными лампами,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.6094255539334, 55.7546040136436], 'type': 'Point'}"
904451111,Фитнес клуб «Ворлд класс»,бассейн плавательный крытый,[{'Photo': 'c54078b2-1e6a-4250-b1fe-acc1861dca8a'}],Центральный административный округ,Пресненский район,"Тестовская улица, дом 10",,severnaya-bashnya.worldclass.ru,(495) 788-00-00,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:00'}, {'DayOfWeek': 'суббота', 'Hours': '09:00-22:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '09:00-22:00'}]",,нет,,нет,,да,да,да,да,нет,нет,да,01.01-31.12,"[{'Square': 128, 'Length': 16, 'Width': 8, 'Depth': None}]",освещение газоразрядными лампами,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.5321801677598, 55.7514334655893], 'type': 'Point'}"
904451113,Фитнес клуб «Ворлд Класс»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '43674b7c-ab11-4300-bee9-92e0a70a802e'}],Центральный административный округ,Басманный район,"улица Земляной Вал, дом 9",,www.worldclass.ru/clubs/zemlyanoy-val/detail,(495) 229-95-95,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'суббота', 'Hours': '09:00-23:59'}, {'DayOfWeek': 'воскресенье', 'Hours': '09:00-23:59'}]",,нет,,нет,,да,да,да,да,нет,нет,да,01.01-31.12,"[{'Square': 300, 'Length': 25, 'Width': 12, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.6582665230361, 55.7619100943303], 'type': 'Point'}"
904451125,Фитнес клуб «Терраспорт Коперник»,бассейн плавательный 25-ти метровый крытый,[{'Photo': 'cf2242db-c736-4f86-911b-40ec4dbd4e2c'}],Центральный административный округ,район Якиманка,"улица Большая Якиманка, дом 22, корпус 3",,kopernikfitness.ru,(495) 225-80-80,,"[{'DayOfWeek': 'понедельник', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'вторник', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'среда', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'четверг', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'пятница', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'суббота', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'воскресенье', 'Hours': 'круглосуточно'}]",,нет,,да,,да,да,да,да,нет,да,да,01.01-31.12,"[{'Square': 125, 'Length': 25, 'Width': 5, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.6138331389074, 55.7384492234321], 'type': 'Point'}"
904451152,Фитнес клуб «Джим фитнес студио»,бассейн плавательный крытый,[{'Photo': '6646d1c9-36f1-4447-b60d-4f1760ee08c4'}],Центральный административный округ,Басманный район,"улица Фридриха Энгельса, дом 31/35",baumanskaya@gymfitness.ru,gym-fitness-studio.obiz.ru/,(495) 502-60-62,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'суббота', 'Hours': '09:00-23:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '09:00-23:00'}]",,нет,,нет,,да,да,да,да,нет,нет,да,01.01-31.12,"[{'Square': 180, 'Length': 15, 'Width': 12, 'Depth': None}]",освещение газоразрядными лампами,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.6859381950021, 55.7747300916005], 'type': 'Point'}"
904451169,Фитнес клуб «Свим»,бассейн плавательный 25-ти метровый крытый,[{'Photo': 'f47a640b-4c77-4628-9a84-55a83a6cad0e'}],Центральный административный округ,Пресненский район,"Столярный переулок, дом 3, корпус 1",,www.swimfitness.ru/,(495) 605-59-99,,"[{'DayOfWeek': 'понедельник', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'вторник', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'среда', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'четверг', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'пятница', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'суббота', 'Hours': 'круглосуточно'}, {'DayOfWeek': 'воскресенье', 'Hours': 'круглосуточно'}]",,нет,,нет,,да,нет,да,да,нет,нет,да,01.01-31.12,"[{'Square': 300, 'Length': 25, 'Width': 12, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.5677929976972, 55.7636761774892], 'type': 'Point'}"
904451182,Фитнес-клуб «МайФитЛаб»,бассейн плавательный площадью более 60-ти кв.м крытый,[{'Photo': '81b369cc-e168-42f3-b7a7-e3aea79573f0'}],Центральный административный округ,Тверской район,"Страстной бульвар, дом 10, строение 1",info@myfitlab.ru,myfitlab.ru/,(499) 877-45-51,,"[{'DayOfWeek': 'понедельник', 'Hours': '06:30-00:00'}, {'DayOfWeek': 'вторник', 'Hours': '06:30-00:00'}, {'DayOfWeek': 'среда', 'Hours': '06:30-00:00'}, {'DayOfWeek': 'четверг', 'Hours': '06:30-00:00'}, {'DayOfWeek': 'пятница', 'Hours': '06:30-00:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-00:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-00:00'}]",,нет,,нет,,да,нет,да,нет,нет,нет,нет,01.01-31.12,"[{'Square': 138, 'Length': 23, 'Width': 6, 'Depth': None}]",освещение газоразрядными лампами,специальное покрытие,0,платно,,,общая физическая подготовка,"{'coordinates': [37.6118116907184, 55.7661376911894], 'type': 'Point'}"
904451210,Фитнес клуб «ДонСпорт Алые паруса»,бассейн плавательный крытый,[{'Photo': '42e0829f-d13a-4192-88cf-a5a2581e610b'}],Северо-Западный административный округ,район Щукино,"Авиационная улица, дом 79",,donsport.ru,(495) 125-46-08,,"[{'DayOfWeek': 'понедельник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'вторник', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'среда', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'четверг', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'пятница', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'суббота', 'Hours': '08:00-20:00'}, {'DayOfWeek': 'воскресенье', 'Hours': '08:00-20:00'}]",,нет,,нет,,да,да,да,нет,нет,нет,нет,01.09-31.08,"[{'Square': 132, 'Length': 22, 'Width': 6, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.4505705170963, 55.8065741283918], 'type': 'Point'}"
904451226,Фитнес клуб «Ворлд Класс»,бассейн плавательный 25-ти метровый крытый,[{'Photo': '360d869d-b4a1-46d7-a607-3ad00e1da5f6'}],Юго-Западный административный округ,район Черёмушки,"улица Намёткина, дом 6",,www.worldclass.ru/clubs/nametkina/detail,(495) 788-00-00,,"[{'DayOfWeek': 'понедельник', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'вторник', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'среда', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'четверг', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'пятница', 'Hours': '07:00-23:59'}, {'DayOfWeek': 'суббота', 'Hours': '09:00-23:59'}, {'DayOfWeek': 'воскресенье', 'Hours': '09:00-23:59'}]",,нет,,нет,,да,да,да,да,нет,нет,нет,01.09-31.08,"[{'Square': 375, 'Length': 25, 'Width': 15, 'Depth': None}]",смешанное освещение,специальное покрытие,0,платно,,не приспособлен,общая физическая подготовка,"{'coordinates': [37.5498113902505, 55.6635402766508], 'type': 'Point'}"
